D447,"menurut situs newyorker ini film drama terbaik tahun kemarin,hem patut di coba… ? American Hustle — https://path.com/p/2ip1su",Positif,Negatif
D448,Di bikin mengantuk dan kebingungan nonton film tapi makasih ya sayang … ? American Hustle (w/ Fadhel at Summarecon Mall Bekasi XXI) — https://path.com/p/3Gq3Hg,Negatif,Positif
D449,Jadi suka sama Jennifer Lawrence gara-gara film american hustle :D,Positif,Negatif
D450,"Kalo ada pembuat film yang mau membuat film tentang KPK ya cara paling gampang buat lah yang Kayak ""American Hustle"". Film dengan tema berat tapi di buat cukup ringan.",Positif,Negatif
D451,30 menit pertama.. Salah pilih film kayanya ini ? American Hustle (at @gramedia ) — https://path.com/p/3nTMHj,Negatif,Negatif
D452,Nonton film American Hustle malah tidur... bikin mengantuk ga tahan... *_*,Negatif,Negatif
D453,"wah RT @solehsolihun jennifer lawrence dan gaun terseksinya di film ""american hustle"" yang keren. https://pic.twitter.com/ckOni7SoLZ",Positif,Positif
D454,"""American Hustle"" . Irving Rosenfeld. Film tentang Korupsi,Kolusi dan Nepotisme. Penipu ulung. Rekomen. Sugoi!!!",Positif,Positif
D455,Ini film mengenai apa sih??? Seriusan aku ga mengerti dari tadi… ? American Hustle  — https://path.com/p/25jqMn,Negatif,Negatif
D456,"Kalau American Hustle jadi film terbaik, aku percaya yang di bilang propaganda. He he. Tidak bagus, imho :( Mending 'Her' atau 12 years a slave",Negatif,Negatif
D457,"Film american hustle cukup rumit, tapi keren lah!",Positif,Positif
D458,"Nonton ""American Hustle"" itu udah kaya nonton ""Inception"". Musti jeli sama dialog-dialog di awal film biar bisa mengerti ke belakang-belakangnya",Positif,Positif
D459,The Call ... Film bagus ini. Lebih puas nonton ini daripada man of steel yang Zonk!! [pic] — https://path.com/p/2w5y1K,Positif,Positif
D460,"#TheLostCityofZ Perjalanan menggugah sekaligus mencengkeram dengan penampilan karismatik Charlie Hunnam. Namun kadang terasa melelahkan. 3,5/5",Negatif,Negatif
D461,"Yang bilang The Conjuring itu udah cukup seram dan mengaggetkan, coba tonton The Call . Bukan film horror tapi jelas lebih menyeramkan dan mengaggetkan",Negatif,Negatif
D462,Film the call itu. Ah sudah lah. Pegel-pegel badan ini rasanya (with @panjinyoto),Negatif,Negatif
D463,The call lumayan menegangkan! Hahaha salah milih film *_* (@Cinema XXI) http://4sq.com/19xiYWb,Negatif,Positif
D464,"The Call keren... Sepanjang film kejang-kejang :)) (at @cinema21 ) — https://path.com/p/Q9BKd""",Positif,Positif
D465,Sialan ... Ini film ... Bikin tegang plus parno... Sadis..… ? The Call (at XXI Mall Bale Kota Tangerang) — https:// path.com/p/4r3bE8,Negatif,Negatif
D466,"Masih ga ngerti akhir film the call itu bagaimana --""",Negatif,Negatif
D467,PUAS BANGET SAMA AKHIRNYA!!!!! Keren nih film !!! ? The Call — https://path.com/p/2jLxua,Positif,Positif
D468,Gila nih film !! Bikin aku teriak-teriak tengah malam gini !! ? The Call — https://path.com/p/4bHlU1,Positif,Positif
D469,Menegangkan setiap detiknya 9/10 buat film ini bagus ? The Call (at @cinema21 ) — https://path.com/p/1dKACF,Positif,Positif
D470,"The call stress sendiri nonton filmnyaaa (with Botak at @cinema21 ) — https:// path.com/p/xwvvd""",Negatif,Negatif
D471,Efek film ini setara dengan cardio 300 menit jantung akan sehat ? The Call (at @jocmons ) — https://path.com/p/4iwy7p,Positif,Positif
D472,"film The Call ! parah kayak nonton horror aku, Ikut deg-deg kan,tegang banget nontonnya, Tapi kekurangannya AKHIRNYA kenapa cuma gitu aja --""",Negatif,Negatif
D473,"Thriller, tapi aku gak ngerti filmnya RT @novaputri : The call film apasih? RT @Ricormdhn : Gak ada RT @mubdiafrizal : Gak ada sepertinya ._. RT @novaputri : Da film apa yang bagus? RT @mubdiafrizal : @Ricormdhn @novaputri jadi sih",Negatif,Negatif
D474,Sumpah ini film keren banget.. Dari mengantuk sampe buat aku tidak bisa tidur.. Sukses dah sutradaranya… ? The Call — https://path.com/p/2hkyUF,Positif,Positif
D475,"Penasaran! Tonton deh besok RT @detikcom : Menjelajah Angkasa dalam Film ""Gravity"" #Gravity http://detik.com/tErYg via @detikhot ",Positif,Negatif
D476,"#MovieReview Gravity . Buat yang suka film dengan plot yang berat dan action yang banyak, jangan nonton inilah. Pemainnya aja sedikit benar gimana mau rame",Negatif,Negatif
D477,"Review #Gravity : film ini menceritakan wanita yang terjebak di luar angkasa dan dia harus berusaha untuk kembali ke bumi, sendirian!! Seru :-D""",Positif,Negatif
D478,"Tapi aku tetap mempertanyakan rating tingginya gitu, karena dari kacamata orang awan film ini flat dan bikin bosan. Iya, terlalu realistis. #Gravity",Negatif,Negatif
D479,"Gravity Film yg terlalu sederhana untuk ukuran rating tinggi. Dan sampai saat ini aku masih bingung bagian mananya yang mejadi acuan rating. --""",Negatif,Positif
D480,"Sepertinya "" Gravity "" bakal jadi film sci-fi paling epik tahun ini. Bahkan dapat #CertifiedFresh 98% RottenTomatoes dan 88% IMDb. :)",Positif,Negatif
D481,Ya ampun ini film ga benar banget.. Enyes-enyes. Tips harus 3d dan sedikit tips akan jadi… ? Gravity (at @Cinema21 ) — https://path.com/p/44OXc0,Negatif,Positif
D482,Ada 3Dnya ga kak? RT @realtamiii : Film Gravity itu surga buat orang seperti saya. Bisa liat isi ISS sama Soyuznya walaupun gak asli. Tapi … https://twitter.com/ardictatian/status/387227902833475584,Positif,Negatif
D483,"@benakribo filmnya agak membosankan karena pemainnya cuma 2 orang, ceritanya juga kurang greget. #Gravity :-& RT @benakribo: Film Gravity kayaknya keren banget…..",Negatif,Negatif
D484,Bikin sesak napas juga hahaha tapi keren sandra bullocknya RT@juuwita : Wah film gravity rame bukan? Wah wah wah wah,Negatif,Negatif
D485,"Udah tonton film Gravity tapi menurut aku kurang seru...biasa aja yang main aja sih oke, sandra bullock si sexy dan cantik:*.. hem @GrahaCijtung #Gravity",Negatif,Negatif
D486,"Filmnya bikin pintar karena jadi tahu gimana sebenarnya di luar angkasa itu ;);) RT @jflowrighthere : Lagi ada film - film menarik nih, Gravity , Prisoners, MSSnya @radityadika , hmm #apalagi ya?",Positif,Positif
D487,"Abis menonton gravity .... Langsung cabut lagi lah, memang ada yang peduli? Gak ada kan... Huh huh huh filmnya keren abis!!… #Gravity",Positif,Negatif
D488,Biasa aja RT @KapanLagicom : Sudah nonton film ANNABELLE belum nih KLovers? gimana filmnya? sukses bikin jantungan nggak? #kamisteri ,Negatif,Negatif
D489,RT @Metro_TV : [Populer] 8 Kesalahan Film Annabelle yang Mungkin Tidak Anda Sadari http:// showbiz.metrotvnews.com/read/2014/10/0 8/302183/8-kesalahan-film-annabelle-yang-mungkin-tidak-anda-sadari,Negatif,Positif
D490,`@octaviaputrit film annabelle ngbosanin karena mirip sama rosemary's baby + alurnya gampang di tebak... Hantunya malah keluar bentar doang..,Negatif,Positif
D491,"Tidak seram hanya membuat kaget :( RT @KompasTV : Menurut kamu sendiri, seseram apa sih film Annabelle , Sahabat KompasTV? #KompasFilm ",Negatif,Negatif
D492,Film bikin emosi ini sih... ? 12 Years a Slave (at Menteng Dental Clinic) — https://path.com/p/1iPqug,Negatif,Negatif
D493,`@Mujiastono @oland_ bagus banget. Sampai-sampai aktingnya Lupita Nyong'o menyabet Oscar. Alasan menonton film 12 Years a Slave ya karena itu.,Positif,Positif
D494,"WAH RT @ryanhadefi : Gravity sama 12 Years A Slave sama-sama 97% di @RottenTomatoes , tapi ratingnya lebih tinggian Gravity gitu :|",Positif,Negatif
D495,untuk biografi perbudakan kaum kulit hitam lebih enak nonton the butler kebanding 12 years a slave,Positif,Positif
D496,Lagi nonton 12 years a slave ... Keren...!!!,Positif,Positif
D497,"Benar-benar :(( nonton film 12 years a slave aja menangiskan ;""(",Negatif,Negatif
D498,"""12 Years A Slave""  Nonton film ini miris banget, sangat biadab bagaimana ketidakadilan rasial jaman dulu. Kalo hari gini masih rasis?",Negatif,Negatif
D499,"Ini tuh Jelas film yang Berkelas pake banget, Rekomen!! ? 12 Years a Slave (at @cgk_ap2 ) — https://path.com/p/48ERTa",Positif,Positif
D500,"Nonton 12 years a slave bikin pilu #pffft ,,tak heran jadi salah satu film nominator (menang) kategori beberapa penghargaan film bergengsi #fb",Positif,Positif
