D436,"Ternyata kantornya Rana di film supernova gak se bagus yang di lihat hahaha --""",Negatif
D437,"59. Truth or Dare #TruthOrDare awalnya lumayan menyenangkan meski permainan dan dramanya receh banget. Namun makin lama kok makin jelek, makin ngelantur, dan makin sulit dimengerti ini film maunya gimana, faedahnya apa, dan kenapa saya masih terus menyaksikannya... 1,5/5 https://pic.twitter.com/Yr4KUsPFHy",Negatif
D438,lah gimana kakak ? RT @sssthi : Kelar nonton #supernova aku ga bisa cerita ulang tuh film tentang apa dan maksudnya apa. Ga puas aja rasanya,Negatif
D439,"Film supernova itu film ""terbrengsek"" tahun ini!!! Keren & ga ketebak!! (at Mall kota kasabelangka) — https://path.com/p/49xu0N",Positif
D440,"RT @gagalman : Supernova : ""Banyak nanya. Sana bikin ask.fm"" Begitu kira-kira harapan penonton film SUPERNOVA saat di dalam bioskop.",Negatif
D441,Berat banget nih film cc: @nizanizaniza ? Supernova (at @21cineplex ) — https://path.com/p/3qSqD2,Negatif
D442,Film Supernova film paling gak jelas yang pernah aku tonton,Negatif
D443,Huh ini film Supernova film paling kocak yang pernah kutonton,Negatif
D444,Salah satu film Indonesia yang lumayan bikin kram otak.... :D #latepost ? Supernova (w/ @Edrick at Summarecon Bekasi XXI) — https://path.com/p/3v3auQ,Negatif
D445,Baru selesai nonton supernova sama calon kakak ipar :p .. ini film paling kompleks… (w/ @Risyky at XXI Belieview Cinere) — https://path.com/p/3ZKaDF,Positif
D446,"Baru kali ini nonton film bioskop mikir keras, dari alur cerita sampe dialognya yang berhasil bikin nyut-nyutan kepala lokasinya keren-keren #supernova",Positif
D447,"menurut situs newyorker ini film drama terbaik tahun kemarin,hem patut di coba… ? American Hustle — https://path.com/p/2ip1su",Positif
D448,Di bikin mengantuk dan kebingungan nonton film tapi makasih ya sayang … ? American Hustle (w/ Fadhel at Summarecon Mall Bekasi XXI) — https://path.com/p/3Gq3Hg,Negatif
D449,Jadi suka sama Jennifer Lawrence gara-gara film american hustle :D,Positif
D450,"Kalo ada pembuat film yang mau membuat film tentang KPK ya cara paling gampang buat lah yang Kayak ""American Hustle"". Film dengan tema berat tapi di buat cukup ringan.",Positif
D451,30 menit pertama.. Salah pilih film kayanya ini ? American Hustle (at @gramedia ) — https://path.com/p/3nTMHj,Negatif
D452,Nonton film American Hustle malah tidur... bikin mengantuk ga tahan... *_*,Negatif
D453,"wah RT @solehsolihun jennifer lawrence dan gaun terseksinya di film ""american hustle"" yang keren. https://pic.twitter.com/ckOni7SoLZ",Positif
D454,"""American Hustle"" . Irving Rosenfeld. Film tentang Korupsi,Kolusi dan Nepotisme. Penipu ulung. Rekomen. Sugoi!!!",Positif
D455,Ini film mengenai apa sih??? Seriusan aku ga mengerti dari tadi… ? American Hustle  — https://path.com/p/25jqMn,Negatif
D456,"Kalau American Hustle jadi film terbaik, aku percaya yang di bilang propaganda. He he. Tidak bagus, imho :( Mending 'Her' atau 12 years a slave",Negatif
D457,"Film american hustle cukup rumit, tapi keren lah!",Positif
D458,"Nonton ""American Hustle"" itu udah kaya nonton ""Inception"". Musti jeli sama dialog-dialog di awal film biar bisa mengerti ke belakang-belakangnya",Positif
D459,The Call ... Film bagus ini. Lebih puas nonton ini daripada man of steel yang Zonk!! [pic] — https://path.com/p/2w5y1K,Positif
D460,"#TheLostCityofZ Perjalanan menggugah sekaligus mencengkeram dengan penampilan karismatik Charlie Hunnam. Namun kadang terasa melelahkan. 3,5/5",Negatif
D461,"Yang bilang The Conjuring itu udah cukup seram dan mengaggetkan, coba tonton The Call . Bukan film horror tapi jelas lebih menyeramkan dan mengaggetkan",Negatif
D462,Film the call itu. Ah sudah lah. Pegel-pegel badan ini rasanya (with @panjinyoto),Negatif
D463,The call lumayan menegangkan! Hahaha salah milih film *_* (@Cinema XXI) http://4sq.com/19xiYWb,Negatif
D464,"The Call keren... Sepanjang film kejang-kejang :)) (at @cinema21 ) — https://path.com/p/Q9BKd""",Positif
D465,Sialan ... Ini film ... Bikin tegang plus parno... Sadis..… ? The Call (at XXI Mall Bale Kota Tangerang) — https:// path.com/p/4r3bE8,Negatif
D466,"Masih ga ngerti akhir film the call itu bagaimana --""",Negatif
D467,PUAS BANGET SAMA AKHIRNYA!!!!! Keren nih film !!! ? The Call — https://path.com/p/2jLxua,Positif
D468,Gila nih film !! Bikin aku teriak-teriak tengah malam gini !! ? The Call — https://path.com/p/4bHlU1,Positif
D469,Menegangkan setiap detiknya 9/10 buat film ini bagus ? The Call (at @cinema21 ) — https://path.com/p/1dKACF,Positif
D470,"The call stress sendiri nonton filmnyaaa (with Botak at @cinema21 ) — https:// path.com/p/xwvvd""",Negatif
D471,Efek film ini setara dengan cardio 300 menit jantung akan sehat ? The Call (at @jocmons ) — https://path.com/p/4iwy7p,Positif
D472,"film The Call ! parah kayak nonton horror aku, Ikut deg-deg kan,tegang banget nontonnya, Tapi kekurangannya AKHIRNYA kenapa cuma gitu aja --""",Negatif
D473,"Thriller, tapi aku gak ngerti filmnya RT @novaputri : The call film apasih? RT @Ricormdhn : Gak ada RT @mubdiafrizal : Gak ada sepertinya ._. RT @novaputri : Da film apa yang bagus? RT @mubdiafrizal : @Ricormdhn @novaputri jadi sih",Negatif
D474,Sumpah ini film keren banget.. Dari mengantuk sampe buat aku tidak bisa tidur.. Sukses dah sutradaranya… ? The Call — https://path.com/p/2hkyUF,Positif
D475,"Penasaran! Tonton deh besok RT @detikcom : Menjelajah Angkasa dalam Film ""Gravity"" #Gravity http://detik.com/tErYg via @detikhot ",Positif
D476,"#MovieReview Gravity . Buat yang suka film dengan plot yang berat dan action yang banyak, jangan nonton inilah. Pemainnya aja sedikit benar gimana mau rame",Negatif
D477,"Review #Gravity : film ini menceritakan wanita yang terjebak di luar angkasa dan dia harus berusaha untuk kembali ke bumi, sendirian!! Seru :-D""",Positif
D478,"Tapi aku tetap mempertanyakan rating tingginya gitu, karena dari kacamata orang awan film ini flat dan bikin bosan. Iya, terlalu realistis. #Gravity",Negatif
D479,"Gravity Film yg terlalu sederhana untuk ukuran rating tinggi. Dan sampai saat ini aku masih bingung bagian mananya yang mejadi acuan rating. --""",Negatif
D480,"Sepertinya "" Gravity "" bakal jadi film sci-fi paling epik tahun ini. Bahkan dapat #CertifiedFresh 98% RottenTomatoes dan 88% IMDb. :)",Positif
D481,Ya ampun ini film ga benar banget.. Enyes-enyes. Tips harus 3d dan sedikit tips akan jadi… ? Gravity (at @Cinema21 ) — https://path.com/p/44OXc0,Negatif
D482,Ada 3Dnya ga kak? RT @realtamiii : Film Gravity itu surga buat orang seperti saya. Bisa liat isi ISS sama Soyuznya walaupun gak asli. Tapi … https://twitter.com/ardictatian/status/387227902833475584,Positif
D483,"@benakribo filmnya agak membosankan karena pemainnya cuma 2 orang, ceritanya juga kurang greget. #Gravity :-& RT @benakribo: Film Gravity kayaknya keren banget…..",Negatif
D484,Bikin sesak napas juga hahaha tapi keren sandra bullocknya RT@juuwita : Wah film gravity rame bukan? Wah wah wah wah,Negatif
D485,"Udah tonton film Gravity tapi menurut aku kurang seru...biasa aja yang main aja sih oke, sandra bullock si sexy dan cantik:*.. hem @GrahaCijtung #Gravity",Negatif
D486,"Filmnya bikin pintar karena jadi tahu gimana sebenarnya di luar angkasa itu ;);) RT @jflowrighthere : Lagi ada film - film menarik nih, Gravity , Prisoners, MSSnya @radityadika , hmm #apalagi ya?",Positif
D487,"Abis menonton gravity .... Langsung cabut lagi lah, memang ada yang peduli? Gak ada kan... Huh huh huh filmnya keren abis!!… #Gravity",Positif
D488,Biasa aja RT @KapanLagicom : Sudah nonton film ANNABELLE belum nih KLovers? gimana filmnya? sukses bikin jantungan nggak? #kamisteri ,Negatif
D489,RT @Metro_TV : [Populer] 8 Kesalahan Film Annabelle yang Mungkin Tidak Anda Sadari http:// showbiz.metrotvnews.com/read/2014/10/0 8/302183/8-kesalahan-film-annabelle-yang-mungkin-tidak-anda-sadari,Negatif
D490,`@octaviaputrit film annabelle ngbosanin karena mirip sama rosemary's baby + alurnya gampang di tebak... Hantunya malah keluar bentar doang..,Negatif
D491,"Tidak seram hanya membuat kaget :( RT @KompasTV : Menurut kamu sendiri, seseram apa sih film Annabelle , Sahabat KompasTV? #KompasFilm ",Negatif
D492,Film bikin emosi ini sih... ? 12 Years a Slave (at Menteng Dental Clinic) — https://path.com/p/1iPqug,Negatif
D493,`@Mujiastono @oland_ bagus banget. Sampai-sampai aktingnya Lupita Nyong'o menyabet Oscar. Alasan menonton film 12 Years a Slave ya karena itu.,Positif
D494,"WAH RT @ryanhadefi : Gravity sama 12 Years A Slave sama-sama 97% di @RottenTomatoes , tapi ratingnya lebih tinggian Gravity gitu :|",Positif
D495,untuk biografi perbudakan kaum kulit hitam lebih enak nonton the butler kebanding 12 years a slave,Positif
D496,Lagi nonton 12 years a slave ... Keren...!!!,Positif
D497,"Benar-benar :(( nonton film 12 years a slave aja menangiskan ;""(",Negatif
D498,"""12 Years A Slave""  Nonton film ini miris banget, sangat biadab bagaimana ketidakadilan rasial jaman dulu. Kalo hari gini masih rasis?",Negatif
D499,"Ini tuh Jelas film yang Berkelas pake banget, Rekomen!! ? 12 Years a Slave (at @cgk_ap2 ) — https://path.com/p/48ERTa",Positif
D500,"Nonton 12 years a slave bikin pilu #pffft ,,tak heran jadi salah satu film nominator (menang) kategori beberapa penghargaan film bergengsi #fb",Positif
