D80,Tenang pak .. :D RT @JusufKalla : Film 99 cahaya di langit Eropa bagus & wajib di tonton masyarakat (cont) http://twitter.com/n0t3qj,Positif
D81,Truth or Dare bagus tidak ya ? Dengar-dengar seperti Final Destinantion .. kalau benar gitu saya mundur tidak bisa nonton film genre seperti itu..,Negatif
D82,"#TruthorDare movie Ini film tidak tau genre nya apa, romansa ada, horor ada, thriller ada, sepertinya semua genre jadi satu. Terlalu mengintimidasi penonton, alias mengerikan. Kaya kita ikutan main permainan seperti itu",Negatif
D83,Truth or dare sepertinya boleh di tonton. Yaelah Sab mau sok-sokan menonton film ada pembunuhan nya gitu. Menonton nya dari celah-celah jari tangan saja.,Positif
D84,"Supernova .. Adalah film yang membuat saya berpikir keras dari pertama mulai sampai akhir, dengan kata-kata yang diksi dan perlu pemahaman o_o",Negatif
D85,Truth or dare - seru banget ini film :-D,Positif
D86,Oh begitu sebentar download deh RT @GP_MchlWeisman : Sejenis film truth or dare tapi beda banget kok RT @GP_Nick : Iya.. mirip kaya film apa?,Positif
D87,"#TruthorDare ternyata film religi. Barang siapa menjalani perintah agama, hidup nya akan terhindar dari kesialan dipaksa-dipaksa main truth or dare berujung maut. He he.",Negatif
D88,"Ini film sangat menyebalkan, awal nya keren, kenapa akhirnya tidak jelas, untung tidak menonton dibioskop� ? The Call (w/ Candita & Ajeng) � https://path.com/p/2dhDti",Negatif
D89,"Dengan cerita dan latar terbatas, #47MetersDown efektif menghantarkan ketakutan pada penonton. Sayang penutup nya sangat mengecewakan. 3,5/5",Negatif
D90,"Seringkali menyebalkan dan guyonan nya tak selalu tepat sasaran, namun sulit untuk mengatakan #TheUnderdogs adalah sajian yang buruk. 3/5",Negatif
D91,Film buluk dan bikin ngantuk. ? After Earth � https://path.com/p/2aL0Np,Negatif
D92,Tidak tau film apa tidak tau tentang apa tidak tau menonton apa� ? The Imitation Game (w/ Eka Prida Sadewa at XXI Blok M Plaza) � https://path.com/p/40L4kg,Negatif
D93,KPU Larang Film Dilan 1990 Ditayangkan di TV http://www.suaradewan.com/kpu-larang-fil m-dilan-1990-ditayangkan-di-tv/ �,Negatif
D94,"53. Arini Morgan dan Aura Kasih tak tampak seperti pasangan dengan perbedaan usia yang jauh sehingga premis utama yang ingin disampaikan jadi gagal tercapai. Pada akhirnya #Arini terasa datar. Tak ada rasa. Tak ada gelora. 2,5/5 https://pic.twitter.com/rpwt86iNCh",Negatif
D95,"#Dunkirk mempunyai sinematik nyata, skor dari Hans Zimmer yang sangat membuat tegang serta akting menawan dari jajaran pemain, namun sayang film perang ini tampak kurang maksimal dalam pemaparan perang nya (3,5/5) https://pic.twitter.com/TEAKjdKQ0H",Negatif
D96,"Cuma harus diakui, saya sulit untuk terikat secara emosional dengan karakter-karakternya karena cerita latar belakang yang sangat minim. #Dunkirk",Negatif
D97,Seru film nya.... Meski telat banget baru menonton sekarang... Hahaha ? Zootopia (at @cinema21 ) � https://path.com/p/2ShNBI,Positif
D98,Bagus.... Pantaas saja rating nya di rottentomatoes sampe 99%... Telat baru menonton� ? Zootopia (at Gading XXI) � https://path.com/p/2qmXn8,Positif
D99,"Teori Hobbes om. Ciptakan ketakutan, maka kau akan menguasai nya. Di film animasi Zootopia , teori ini dikreasikan dalam budaya populer bahkan bisa dinikmati anak-anak.. Sok atuh di tonton.",Negatif
D100,"Penasaran banget sama film ini yang kata nya lucu � ? Zootopia (w/ @Devlina, Sonya, & 2 others at @cinema21 ) � https://path.com/p/YMeZq",Positif
D101,"Kesimpulan dari film ini adalah jangan percaya domba berbulu halus yang lembut, Fox alias rubah yang penampakan luar nya ganas,malah baik hati *_*� ? Zootopia (w/ Danar at @cinema21 ) � https://path.com/p/4mAZQ3",Positif
D102,Kita sudah cukup tua sebenarnya buat menonton film ini ? Zootopia (with Tyas Ari at @cinema21 ) � https://path.com/p/1OzF42,Negatif
D103,"Pantes saja rating nya 8,4. Ternyata memang bagus film nya, terbaik versi film animasi tentang atau cerita nya tentang Binatang. Semua umur bisa tonton pula. Aku yakin ini film bisa mengalahkan Trilogi nya Madagaskar....? Zootopia (at Taman Banten Lestari) � https://path.com/p/2O4Cg1",Positif
D104,Film animasi seperti ini yang seharusnya diperbanyak!! ? Zootopia (with Nastiti at XXI Taman Anggrek) � https://path.com/p/4bP63T,Positif
D105,Bagus banget ya film nya. ? Zootopia (with Braven at @cinema21 ) � https://path.com/p/10XRPO,Positif
D106,Senang banget menonton zootopia Film nya suka ih.. #seharianngemall � (w/ Aryo at @cinema21 ) [pic] � https://path.com/p/3KOtxP,Positif
D107,"Film horor yang berbiaya murah, biaya produksi gak sampe 10 juta dolar tapi sudah box office di seantero ???? dengan meraup lebih dari 35 juta ???? dolar.. #EnjoyThen� ? Don't Breathe (at @cinema21 ) � https://path.com/p/3cznq",Positif
D108,"Film bangkai tidak bisa menonton tenang Usulan siapa sih ini tonton seperti ini --"" :""� ? Don't Breathe (w/ Renata, Andry, & 2 others at One BelPark XXI) � https:// path.com/p/2rAUPo",Negatif
D109,"Terandom menonton jam jam rawan ini spot jantung 2x karena film dan papasan sama orang random :"" :)� ? Don't Breathe (at @cinema21 ) � https://path.com/p/2k9PrP",Negatif
D110,"Gara-gara ini film tidak jadi tidur , bikin tegang saja ? Don't Breathe (at dewa ciracas) � https://path.com/p/24ZOJj",Negatif
D111,yang punya penyakit Jantungan.. Jangan tonton film ini ya #dontbreathe � ? Don't Breathe (at Purnawarman Residence Kav. 5) � https://path.com/p/R7u5O,Positif
D112,Benaran jadi susah napas nonton film ini ? Don't Breathe (with @Galih at @cinema21 ) � https://path.com/p/3zWdnO,Negatif
D113,Tegang parah ini film :') ? Don't Breathe (with @Ani at @cinema21 ) � https://path.com/p/4Clyx6,Positif
D114,Film yang bikin capek habis nonton Tegang banget dari awal sampai akhir ? Don't Breathe (w/ Yusak & oim at @cinema21 ) � https://path.com/p/2QrF5D,Negatif
D115,"Lebih hina bikin kaget nya,. dari pada film hantu #boleh Di Coba di tonton memperturutkan mau nya pacar tersayang #malam minggu Kita :) � ? Don't Breathe (w/ Sekar Prabashanti at @cinema21 ) � https://path.com/p/2Zo8tg",Negatif
D116,"Pegel sekali ini film . 7.5/10 omong-omong, bukan horor tapi bikin kaget dan ngos-ngos-an lah Anjay pokok nya --""� ? Don't Breathe (w/ Debbial at @cinema21 ) � https://path.com/p/kCQqe",Positif
D117,"Kalau kamu berharap ini bakal seperti Jumanji atau Ouija , Lupakan! Ular tangga cuma sekedar pemanis dan kambing hitam"" yang di bikin supaya kelihatan beda sama film horor indonesia lain. Terus kenapa ada lagu Lengsir Wengi juga coba??? Satu-satu nya yang bagus cuma akting nya Danish Skor: 4/10 https://pic.twitter.com/7TdshkYkY5",Negatif
D118,Film apaan ini?? tidak ada seram-seram nya... ? Ouija : Origin of Evil (at Mana saja Boleh Yang Penting Happy) � https://path.com/p/2pxa45,Negatif
D119,"Jijik banget ini film !!! Mengesalkan!!! Dari awal sampai akhir tidak dikasih napas gila� ? Ouija (w/ Ibrohim at Platinum Screen XXI, Margo City) � https://path.com/p/39CTx2",Negatif
D120,"Apa-apaan sih film ""Ouija"" ini... horor kelas teri, membosankan.",Negatif
D121,"Cowok dua orang sebelah saya menonton film seperti ini saja tutup muka, yang satu pake tangan yang satu pake topi� ? Ouija (at XXI Taman Anggrek) � https://path.com/p/v6IxH",Negatif
D122,"Ingat dong ini film horor bukan film drama, jangan senyum senyum nonton nya :p ? Ouija (with prm at @cinema21 ) � https://path.com/p/4CGBLN",Negatif
D123,Ouija film berdurasi 89 menit bikin satu studio terkaget kaget Terima Kasih pesek @alicemutiara,Positif
D124,"Untuk kedua kali nya ini kita mbak nonton ini film ,semoga tidak ada yang tarik-tarik keluar teater,biar bisa nonton sampai akhir ya :D --""� ? Ouija (w/ Ulfaziah at @cinema21 ) � https://path.com/p/2ShndQ",Negatif
D125,NAH ITU KESIMPULAN FILM OUIJA ! RT @naddevdes : @Tivamns_  jangan percaya sama nenek nenek/?,Negatif
D126,"Dilampu gantung tolol RT @hadipratamas : @hendrian30494 lo saya bergerayangan kalau saya mati,terus saya gantung di pohon cabe biar kaya film ouija #mati ",Negatif
D127,"Indonesia masih menjuarai kalo masalah film - film horor, hanya kualitas gambar yang membedakan nya :)� ? Ouija (at @cinema21 ) � https://path.com/p/1Qx8D0""",Negatif
D128,"Film gak mutu...maksud nya mau science fiction, tapi science- tidak dapat, fiction-nya juga tidak jelas... #edisinontonsamamyangel� ? The Divergent Series: Allegiant (at @21cineplex ) � https://path.com/p/1BVQ93",Negatif
D129,Kata orang-orang film nya tidak bagus.. Tapi buat saya bagus kok.. Saya suka!! Seru malah.. Penutup soundtrack nya bagus.. Si neng Selena Gemez bukan sih?? #eh ;D 7.8/10 � ? The Divergent Series: Allegiant (at Platinum Screens) � https://path.com/p/BUaTF,Positif
D130,"Tidam mau menghakimi karya dari ratusan orang di balik film menghibur. Toh saya cuma bayar 35K IDR saja � ? The Divergent Series: Allegiant (at One BelPark XXI) � https://path.com/p/5C3wi""",Positif
D131,"Dialog sepanjang film ditambah tambahan dialog dari Fithry yang durasi nya sepanjang film juga ""Ya Allah Tar Four ganteng banget"" � ? The Divergent Series: Allegiant (w/ Fithry at @cinema21 ) � https://path.com/p/1wVZst""",Positif
D132,Gantung saja terus ini film ? The Divergent Series: Allegiant (with Dominic at @cinema21 ) � https://path.com/p/4l8rGQ,Negatif
D133,Sudah menonton insurgent terus baca allegiant itu rasa nya aneh. Habis insurgent buku sama film beda banget,Negatif
D134,Kelamaaan dek. Bagus novel nya tidak terduga banget apalagi yang allegiant RT @aghitsa_zirra: @Anindhita_25 ada film nya juga... Menunggu,Negatif
D135,"RT @bhimapasanova : RT @RezhaNusantara: @soyidiyos coba tonton film falcon and the snowman , biar kamu makin benci sama CIA :) http://myloc.com/riInf",Negatif
D136,"Malam jumat menonton film horor, tapi film nya jelek ? Rings (at @cinema21 ) � https://path.com/p/3xJyMI",Negatif
D137,Buset dah dari awal sampai habis ini film boros dah ah ? Rings (at @cinema21 ) � https://path.com/p/4GuMs0,Negatif
D138,"Agak malas sih ,, berhubung cuma ini yang belum di tonton film nya hahaha ? The Bye Bye Man (at @cgvblitz ) � https://path.com/p/fRzvb",Negatif
D139,"45. Pacific Rim: Uprising Jika tayang 20 tahun lalu, #PacificRimUprsing tentu jadi tontonan yang menganggumkan.Namun karena ini 2018, jatuh nya jadi sekedar ajang pamer efek visual dengan kisah yang tipikal dan membosankan. 2,5/5",Negatif
D140,Apalagi kalo ada yang ke 2 nya :3 RT @AnggaraSopanR: Tidak bosan-bosan menonton Pacific Rim . Keren banget ini film ,Positif
D141,"Keren itu ken walaupun mungkin kaya film ultraman, musuh nya monster-monster dino gak jelas hehe RT @KennyAnindio Fix pacific rim , next list",Positif
D142,"Habis menonton ""pacific rim"". Sumpah ini film keren banget.. https://pic.twitter.com/VWdcc2cyor",Positif
D143,Kemarin menonton film action ini... Eh masa ada yang menangis hahaha :p ? Pacific Rim (with @muliyarahma ) � https://path.com/p/Dpjpz,Negatif
D144,":'( :'( RT @amrazing : Agak sakit hati liat film sebagus Pacific Rim baru dapet 52,2 juta dolar di Amerika.",Negatif
D145,"Kenapa sih monster di film Pacific Rim dinamakan Kaiju, seperti nama pokemon bukan sih? Tidak ada seram-seram nya",Negatif
D146,"Film tidak jelas lebih baik film si KOMO RT @detikcom : ""Pacific Rim 2"" Telah Diumumkan Tanggal Rilis nya http://detik.com/Vq4Sb6 ",Negatif
D147,Dua film di bulan maret yang cukup bikin capek....kalau pacific rim uprising itu berasa kita lari lari nya mengendarai robot penuh aksi dan perjuangan....pokok nya paling bagus banget deh....keren 100% bikin ketagihan tonton lagi ... https://www.instagram.com/p/BhE0gaCAbqi/,Positif
D148,Kalo kata penikmat film sih ini bagus.. #dunkirk #dunkirkmovie #hollywood #goodmovie @Taman� https://www.instagram.com/p/BW7TudngTa3/,Positif
D149,"Tidak terlalu hype sih sama ini film , menceritakan jaman WWII yang kejadian nya di Dunkirk , tapi karena yang sutradara nya Christopher Nolan, otomatis saya nonton, fans berat film-film dia.#dunkirk #wwii� https://www.instagram.com/p/BWz-1U3FARB/",Negatif
D150,"DUNKIRK OH my Nolan kelam kali pun, film epik yang juga emosional yang di kemas elegan dan sederhana sayang nya tanpa rasa Nolan yang biasanya memaksa menyita perhatian khusus memperhatikan cerita dengan seksama #dunkirk ... https://www.instagram.com/p/BWzlWCvA4SC/",Positif
D151,Semoga film Dunkirk yang dibintangi tom hardy tayang di xxi. Aktor kesukaan,Positif
D152,"Oh iya ya pada dasar nya memang gak suka yang fantasi-fantasi begitu. Monster-monster, terus genre action yang kejar-kejaran sepanjang film . Pasti ketiduran. Dua kali begini soal nya. Nonton Fast&Furious terakhir sama Rampage ... tidur... capek berisik",Negatif
D153,Setiap film yang ada karakter binatang reptil nya jadi raksasa lalu meraung (atau mengaum apa lah itu) harus siap-siap resiko malah bikin penonton ingat nya sama Godzilla... Kasian. #RAMPAGE,Negatif
D154,"RAMPAGE (IMAX 2D) http://wbpictures.id Sebuah film yang diperankan @therock , akting nya tidak diragukan� https://www.instagram.com/p/BhfxlNklfo1/",Positif
D155,"Rampage belum bisa move on dari film ini, keren kali. https://www.facebook.com/story.php?stor y_fbid=1802145109835093&id=100001188658309 �",Positif
D156,Seru mana RAMPAGE atau INFINITY WAR ? � Tidak dua-dua nya http://askfm.com/igoto/45DKECN7,Negatif
D157,Nonton Red Sparrow subtitle Indonesia #film ini bercerita tentang seorang mantan penari balet bernama Dominika Egorova (diperankan oleh Jennifer Lawrence) http://www.bioskoponline.org/red-sparrow/,Positif
D158,RED SPARROW (20thcenturyfoxid) Film yang sangat menegangkan mencampur aduk emosi dan berfikir film ini memiliki banyak teka teki di awal film dan akan terjawab kalau kamu bisa memahami film ini dan mengikuti alur nya. Film tersadis yang pernah saya tonton� https://www.instagram.com/p/BfvXCL7jfxH/,Positif
D159,tapi red sparrow memang parah sih wkwk tidak kebayang saya menonton itu di bioskop wkwk,Negatif
D160,14. RED SPARROW (2018) 5/10 Mbak Jennifer Lawrence cakep sih main nya. https://pic.twitter.com/61qJFLYibD,Positif
D161,red sparrow seru parah gini tapi rating nya sedikit aduh,Negatif
D162,Film nya bagus banget terbaik lah Dilan 1990 #dilan1990 @iqbaale @vaneshaass pengin tonton lagi� https://www.instagram.com/p/BetBTQYlLoW/,Positif
D163,Tonton #dilan1990 bareng bunda @MFauzia . Film yang bagus untuk di tonton (y) . Berasa balik ke zaman sma :D� https://www.instagram.com/p/BekoWKpB1FD/,Positif
D164,Jangan rindu. Ini berat. Kau tak akan kuat. Biar aku saja. - dilan1990 @JlHJian cipete utara� https://www.instagram.com/p/BSvmstqApXU/,Negatif
D165,"Mau Review film film. dilan1990 nih. Mulai baca Novel dilan cetakan XVI , dari pertama baca sangat amat suka sama karakter dilan. Gila ya ada nya laki-laki kaya begini di dunia nyata � https://www.instagram.com/p/BeX59_FjVo1/""",Positif
D166,Gue yakin sih semua artis remaja yang merasakan pacaran juga pasti kaya gitu. Hanya saja tidak banyak orang yang cari tau. maka nya tidak ada yang tau. iqbaal kebetulan lagi naik daun dengan sukses nya dia di film #Dilan1990 di tambah kabar bahagia dia yang lulus dari UWC sebomming pernikahan nya harry - meghan :D,Positif
